"sku","parent.sku","name","age_range_description_amazon","blade_material_type_amazon","capacity_amazon","character","character_amazon","fabriccareinstruction_walmart","handle_material_amazon","item_shape_amazon","model_name_amazon","number_of_items_amazon","occasion_type_amazon","occasion_walmart","pattern_name_amazon","power_source_type_amazon","recommendeduse_walmart","shape_walmart","style","style_amazon","theme_amazon","theme_walmart","type_of_tool","voltage_amazon"
"SON-5INPOCKETKNIFE-DEER-WAL","SON-500POCKETKNIFE-CLIPPOINT-PARENT","ASR Outdoor Clip Point Blade Pocket Knife 5 Inch Window Punch Deer Design","Adult","","","Deer","Deer","","","","","","","","","","","","","","","","",""
"SON-5INPOCKETKNIFE-GRIBEA","SON-500POCKETKNIFE-CLIPPOINT-PARENT","ASR Outdoor 5 Inch Clip Point Folding Pocket Knife Window Punch and Belt Cutter, Grizzly Bear Handle","Adult","","","Grizzly Bear","Grizzly Bear","","","","","","","","","","","","","","","","",""
"SON-AO125IGPSSFGP-LG-ORG","SON-SANDSCOOPER-PARENT","ASR Outdoor 12.5 Inch Large Sand Scoop Plastic Trowel for Metal Detector Gold Panning, Orange","","","","","","","","","","","","","","","","","","","","","",""
"SON-5INPOCKETKNIFE-GRIBEA-WAL","SON-500POCKETKNIFE-CLIPPOINT-PARENT","ASR Outdoor Camping Clip Point Blade Pocket Knife 5 Inch Window Punch Grizzly Bear","Adult","","","Grizzly Bear","Grizzly Bear","","","","","","","","","","","","","","","","",""
"SON-5INPOCKETKNIFE-HOWWOL","SON-500POCKETKNIFE-CLIPPOINT-PARENT","ASR Outdoor 5 Inch Clip Point Folding Pocket Knife Window Punch and Belt Cutter, Howling Wolf Handle","Adult","","","Wolf","Howling Wolf","","","","","","","","","","","","","","","","",""
"SON-5INPOCKETKNIFE-HOWWOL-WAL","SON-500POCKETKNIFE-CLIPPOINT-PARENT","ASR Outdoor Clip Point Blade Pocket Knife 5 Inch Window Punch Howling Wolf","Adult","","","Wolf","Howling Wolf","","","","","","","","","","","","","","","","",""
"SON-5INPOCKETKNIFE-MILMEN","SON-500POCKETKNIFE-CLIPPOINT-PARENT","ASR Outdoor Clip Point Blade Pocket Knife 5 Inch Window Punch Military Men","Adult","","","Military Men","Military Men","","","","","","","","","","","","","","","","",""
"SON-5INPOCKETKNIFE-MILMEN-WAL","SON-500POCKETKNIFE-CLIPPOINT-PARENT","ASR Outdoor Clip Point Blade Pocket Knife 5 Inch Window Punch Military Men","Adult","","","Military Men","Military Men","","","","","","","","","","","","","","","","",""
"SON-5PCGOLDKIT-BLK-BUN","SON-5PCGOLDKIT-PARENT","ASR Outdoor Gold Panning Kit with Paydirt Beginner Prospecting Equipment 6pc, Black","Adult","","","","","","","","","","","","","","gold panning","","Gold Panning Kit with Paydirt","Gold Panning Kit with Paydirt","","","","Enter numeric value."
"SON-5PCGOLDKIT-BLU-BUN","SON-5PCGOLDKIT-PARENT","ASR Outdoor Gold Panning Kit with Paydirt Beginner Prospecting Equipment 6pc, Blue","Adult","","","","","","","","","","","","","","gold panning","","Gold Panning Kit with Paydirt","Gold Panning Kit with Paydirt","","","","Enter numeric value."
"SON-5PCGOLDKIT-GRN-BUN","SON-5PCGOLDKIT-PARENT","ASR Outdoor Gold Panning Kit with Paydirt Beginner Prospecting Equipment 6pc, Green","Adult","","","","","","","","","","","","","","gold panning","","Gold Panning Kit with Paydirt","Gold Panning Kit with Paydirt","","","",""
"SON-5X5SLPB-100PC","SON-100PKZIPLOCKBAG-PARENT","Self Locking Plastic Bags All Purpose Storage Baggies - 100 Pack 5 x 5 Inches","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-5X6SLPB-100PC-5X6-CLR","SON-100PKZIPLOCKBAG-PARENT","100pk Self Locking Plastic Bags 2mm Thick All Purpose Storage Baggies - 5 x 6 in","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-5X7SLPB-100PC-5X7-CLR","SON-100PKZIPLOCKBAG-PARENT","100pk 5 x 7 Self Locking Plastic Bags 2mm Thick All Purpose Storage Baggies","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-6FAOMPKB-25-BLCK-BUN-PZ","SON-MINPOCKKNV-PARENT","ASR Outdoor Black 5 Function Classic Pocket Knife EDC Essential Multi-Tool","Adult","","","","","","","","","","","","","","camping, hiking, outdoors","","","","","","",""
"SON-6X9SLPB-100PC-6X9-CLR","SON-100PKZIPLOCKBAG-PARENT","Self Locking Plastic Bags All Purpose Storage Baggies 100 Pack 6 x 9 Inches","Adult","","","","","","","","","","","","","","crafts, storage","","","","","","",""
"SON-7I1SWMWLF-SML-SLVRORGRN-PZ","SON-7IN1SURVIVALWHISTLE-PARENT","(2-Pack) Kids Survival Outdoor Camping Multi Tool Whistle Compass LED 7 in 1 Flashlight, Green","Adult","","","","","","","","","","","","","","camping, outdoors, hiking, backpacking","","","","","","",""
"SON-8IX10IZLB-100PC-LG-CLR","SON-100PKZIPLOCKBAG-PARENT","100pk 8 Inch X 10 Inch Clear Strong Zip Lock Bags","Adult","","","","","","","","","","","","","","Organizing, Cooking, Storage, Crafting","","","","","","",""
"SON-9IX75ISSHDSTCBM-9X75-GRN","SONA-CUTTINGMAT-PARENT","Industrial Design Self Healing Double Sided Cutting Board Mat, 9 x 7.5 Inches","Adult","","","","","","","","","","","","","","hobby craft","","","","","","",""
"SONA-DIAMOND-BURR-150-VAR","SON-DIAMONDBURRBITSET-30-PARENT","30pc Universal Diamond Burr Set Rotary Tools 150 Grit","Adult","","","","","","","","","","","","","","","","","","","","",""
"SONA-DIAMOND-BURR-240-VAR","SON-DIAMONDBURRBITSET-30-PARENT","30pc Universal Diamond Burr Set Rotary Tools 240 Grit Accessory","Adult","","","","","","","","","","","","","","","","","","","","",""
"SONA-DIAMOND-BURR-4-VAR","SON-DIAMONDBURRBITSET-30-PARENT","30pc Universal Diamond Burr Set Rotary Tools 40 Grit","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-AGCV123D-BUN-144PK-G-CLR-2","SON-144PCGLASSVIALS-PARENT","144pk 1 2/3 Dram Small Glass Vials with Screw On Cap, Hobby and Craft Lab Sample Vial Set","Adult","","","","","","","","","","","","","","gold prospecting, outdoors, camping, hiking, hobby","","","","","","",""
"SON-AGCV1D-BUN-144PK-SML-CLR","SON-144PCGLASSVIALS-PARENT","144pk 1 Dram Small Glass Vials with Screw On Cap, Hobby and Craft Lab Sample Vial Set","Adult","","","","","","","","","","","","","","gold prospecting, outdoors, camping, hiking, hobby","","","","","","",""
"SON-AGCV2D-BUN-144PK-SML-CLR-3","SON-144PCGLASSVIALS-PARENT","144pk 2 Dram Small Glass Vials with Screw On Cap, Hobby and Craft Lab Sample Vial Set","Adult","","","","","","","","","","","","","manual","beading, crafts, hobbies, storage, organization","","","","","","",""
"SON-ALUMTENTSTAKERD-915ATP","SON-ALUMTENTSTAKERD-PARENT","ASR Outdoor 9 Inch Aircraft Grade Aluminum Camping Stakes Tent Stakes, 4 Pack","Adult","","","","","","","","","","","","","","camping, hiking, hunting, outdoor activities","","","","","","",""
"SON-ALUMTENTSTAKERD-915ATP-12PK-BUN","SON-ALUMTENTSTAKERD-PARENT","ASR Outdoor 9 Inch Aircraft Grade Aluminum Camping Stakes Tent Stakes, 12 Pack","Adult","","","","","","","","","","","","","","camping, hiking, hunting, outdoor activities","","","","","","",""
"SON-ALUMTENTSTAKERD-915ATP-20PK-BUN","SON-ALUMTENTSTAKERD-PARENT","ASR Outdoor 9 Inch Aircraft Grade Aluminum Camping Stakes Tent Stakes, 20 Pack","Adult","","","","","","","","","","","","","","camping, hiking, hunting, outdoor activities","","","","","","",""
"SON-ALUMTENTSTAKERD-915ATP-8PK-BUN","SON-ALUMTENTSTAKERD-PARENT","ASR Outdoor 9 Inch Aircraft Grade Aluminum Camping Stakes Tent Stakes, 8 Pack","Adult","","","","","","","","","","","","","","camping, hiking, hunting, outdoor activities","","","","","","",""
"SON-AO125IBPSSFGP-LG-BL","SON-SANDSCOOPER-PARENT","ASR Outdoor 12.5 Inch Prospecting Large Sand Scoop Plastic Trowel for Metal Detector Gold Panning, Blue","","","","","","","","","","","","","","","","","","","","","",""
"SON-AO85IGPSSFGP-SCOOP-LG-GRNE","SON-SANDSCOOPER-LARGE-PARENT","ASR Outdoor Large Sifting Scoop Pay Dirt Hand Trowel for Gold Panning - Green","Adult","","","","","","","","","","","","","manual","gold panning, prospecting, mining, metal detecting, gold rush","","","hand sand scooper","gold panning, metal detector,outdoor, hand tool","","",""
"SON-AOSBPRBS1FT-100F-BLCK","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Black - 100ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-AOSBPRBS1FT-25F-BLCK","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Black - 25ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-AOSBPRBS1FT-50F-BLCK","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Black - 50ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-ASRO-3WICK-CANDLE-WHT","SON-ASR-EMERG-CNDL-PARENT","ASR Outdoor 36 Hour Camping Survival Emergency Light Wax Candle Fire Starter in Portable Tin Box, 3 Wick","Adult","","","","","","","","","","","","","manual","","","","","","","",""
"SON-AOSOGPRBS1FT-100F-OLVDRBGRN","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope OD Green - 100ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-AOSOGPRBS1FT-25F-OLVDRBGRN","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope OD Green - 25ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-AOSOGPRBS1FT-50F-OLVDRBGRN","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope OD Green - 50ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-AOSOGPRBS-500F-OLVDRBGRN","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope OD Green - 500ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-AOSPRB100F-100F-BLCK","SON-550PARACORDROPE-PARENT","Survival Multi-Purpose Paracord Rope Black - 100 ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","Outdoor Survival","","","","",""
"SON-AOSPRFC100FT-100FT-GRN","SON-550PARACORDROPE-PARENT","Survival Multi-Purpose Paracord Rope Forest Camo- 100ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","Outdoor Survival","","","","",""
"SON-AOSPRO100FT-100FT-ORNG","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival Paracord Rope Orange - 100ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-AOSPROG100F-100F-ODGRN","SON-550PARACORDROPE-PARENT","Survival Multi-Purpose Paracord Rope OD Green- 100 ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","Outdoor Survival","","","","",""
"SON-AOSPRORT100FT-RFLCTVORNG","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival Paracord Rope Reflective Tracer Orange - 100ft","Adult","","","","","","","","","","","","","","towing, tie down rope, hanging, rope, cord","","","","","","",""
"SON-AOWRCDPB-5X5X5-BLCK","SON-DAYPACK-PARENT","ASR Outdoor Water Resistant Collapsible Day Pack - Black","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-AOWRCDPG-5X5X5-GRN","SON-DAYPACK-PARENT","ASR Outdoor Water Resistant Collapsible Day Pack - Green","Adult","","","","","","","","","","","","","","camping, travel, outdoors, hiking, backpacking","","","","","","",""
"SON-AOWRCDPO-5X5X5-ORNG","SON-DAYPACK-PARENT","ASR Outdoor Water Resistant Collapsible Day Pack - Orange","Adult","","","","","","","","","","","","","","camping, travel, outdoors, hiking, backpacking","","","","","","",""
"SON-AOWRCDPR-5X5X5-RD","SON-DAYPACK-PARENT","ASR Outdoor Water Resistant Collapsible Day Pack - Red","Adult","","","","","","","","","","","","","","camping, travel, outdoors, hiking, backpacking","","","","","","",""
"SON-ASRF-LGHAMMER-2PK","SON-ASRF-LGHAMMER-PARENT","Large 2pk Car Emergency Hammer Window Punch and Seat Belt Cutter","Adult","","","","","","","","","","","","","","emergency, survival, safety, travel","","","","","","",""
"SON-ASRF-LGHAMMER-4PK","SON-ASRF-LGHAMMER-PARENT","Large 4pk Car Emergency Hammer Window Punch and Seat Belt Cutter Tool","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-ASRO-4WICK-CANDLE-AMZN","SON-ASR-EMERG-CNDL-PARENT","ASR Outdoor 48 Hour Survival Candle for Camping Emergency Fire Starter in Tin, 4 Wick","Adult","","","","","","","","","","","","","","Light","","","","","","",""
"SON-ASRO-BKTSLCGPKIT-20PC-BLK","SON-ASRO-BKTSLCGPKIT-20PC-PARENT","ASR Outdoor 20pc Complete Gold Panning Kit with 50 Inch Folding Sluice Box and 5 Gallon Bucket, Black","adult","","","","","","","","","","","","","manual","Gold Panning, Mining, Prospecting","Rectangle","","","","","",""
"SON-ASRO-BKTSLCGPKIT-20PC-BLU","SON-ASRO-BKTSLCGPKIT-20PC-PARENT","ASR Outdoor 20pc Complete Gold Panning Kit with 50 Inch Folding Sluice Box and 5 Gallon Bucket, Blue","adult","","","","","","","","","","","","","manual","Gold Panning, Mining, Prospecting","Rectangle","","","","","",""
"SON-ASRO-BKTSLCGPKIT-20PC-GRN","SON-ASRO-BKTSLCGPKIT-20PC-PARENT","ASR Outdoor 20pc Complete Gold Panning Kit with 50 Inch Folding Sluice Box and 5 Gallon Bucket, Green","adult","","","","","","","","","","","","","manual","Gold Panning, Mining, Prospecting","Rectangle","","","","","",""
"SON-ASRO-BUCKETCLASSIFER-7PC-BUN","SON-ASRO-BUCKETCLASSIFER-7PC-BUN-PARENT","ASR Outdoor 1/4"" Classifier Screen Set with 10L Collapsible Bucket Gold Panning Kit","adult","","","","","","","","","","","","","","","Bucket","","","","","","Enter numeric value."
"SON-CACKSCS-25-ASSRTD-2","SON-CARABINERKEYCHAIN-PARENT","Aluminum Colored Carabiner Key Chain Spring Clip Small Size Assorted Colors","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-CAPLIGHT-BLK-FL610-24CL","SON-CAPLIGHT-FL610-24CL-PARENT","ASR Outdoor 200 Lumen LED Camping Backpacking Running Clip On Cap Light - Black","Adult","","","","","","","","","","","","","","camping, backpacking, hiking, biking, cycling","","","","","","",""
"SON-CAPLIGHT-GRN-FL610-24CL","SON-CAPLIGHT-FL610-24CL-PARENT","ASR Outdoor 200 Lumen LED Camping Backpacking Running Clip On Cap Light - Green","Adult","","","","","","","","","","","","","","camping, backpacking, hiking, biking, cycling","","","","","","",""
"SON-CAPLIGHT-ORG-FL610-24CL","SON-CAPLIGHT-FL610-24CL-PARENT","ASR Outdoor 200 Lumen LED Camping Backpacking Running Clip On Cap Light - Orange","Adult","","","","","","","","","","","","","","camping, backpacking, hiking, biking, cycling","","","","","","",""
"SON-CARVSPATULA-PICK-12PC-IR-TT","SON-SSDESWCT-PARENT","ToolTreaux Stainless Steel Wax Carver Spatula Tips Pick Set Crafting Tools 12pc","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-CHSAW-SHARPENBURR-316-IR-TT","SON-CHSAW-SHARPENBURR-PARENT","ToolTreaux Chainsaw Sharpener Burr Sanding File Hardware Tool 120 Grit","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-CHSAW-SHARPENBURR-34-IR-TT","SON-CHSAW-SHARPENBURR-PARENT","ToolTreaux Chainsaw Sharpener Burr Grinding File Hardware Tool 120 - 150 Grit","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-CHSAW-SHARPENBURR-732-IR-TT","SON-CHSAW-SHARPENBURR-PARENT","ToolTreaux Chainsaw Sharpener Burr Sanding File Hardware Tool 120 - 150 Grit","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-COLLAPSWATER-CARRIER-15L-IR-TT","SON-COLLAPSWATER-CARRIER-PARENT","ASR Outdoor 15L Collapsible Water Carrier Camping Emergency Bag 3.75 Gallon","Adult","","","","","","","","","","","","","","camping, hiking","","","","","","",""
"SON-COLLAPSWATER-CARRIER-20L-IR-TT","SON-COLLAPSWATER-CARRIER-PARENT","ASR Outdoor 20L Collapsible Water Carrier Camping Emergency Bag - 5 Gallon","Adult","","","","","","","","","","","","","manual","camping, hiking","","","","","","",""
"SON-DBSRT120G-50PC-STD-YLLW-2","SON-DIAMONDBURRBITSET-PARENT","50pc Diamond Burr Bit Set for Rotary Tool 120 Grit","Adult","","","","","","","","","","","","","","drilling, carving, crafts, hobbies","","","","","","",""
"SON-DBSRT-12PC-SML-SLVR","SON-DIABURRSET-PARENT","12pc Universal Diamond Burr Bit Set 1/8"" Shank For Rotary Tool 150 Grit","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-DBSRT40G-50PC-STD-YLLW","SON-DIAMONDBURRBITSET-PARENT","50pc Diamond Burr Set for Rotary Tool, 40 Grit","Adult","","","","","","","","","","","","","","drilling, carving, crafts, hobbies","","","","","","",""
"SON-DBSRT-50PC-240GRIT-YLLW-2","SON-DIAMONDBURRBITSET-PARENT","50pc Universal Diamond Burr Bit Set 1/8 Inch Shank Rotary Tool 240 Grit","Adult","","","","","","","","","","","","","","drilling, carving, crafts, hobbies","","","","","","",""
"SON-DBSRT600GRIT-50PC-STD-YLLW-2","SON-DIAMONDBURRBITSET-PARENT","50pc Diamond Burr Bit Set for Rotary Tool 600 Grit","Adult","","","","","","","","","","","","","","","","","","","","",""
"SON-DBSRT60G-50PC-STD-YLLW-2","SON-DIAMONDBURRBITSET-PARENT","50pc Diamond Burr Bit Set for Rotary Tool 60 Grit","Adult","","","","","","","","","","","","","Manual","drilling, carving, crafts, hobbies","","","","","","",""
"SON-DBSRT80G-50PC-STD-YLLW","SON-DIAMONDBURRBITSET-PARENT","50pc Diamond Burr Bit Set for Rotary Tool 80 Grit","Adult","","","","","","","","","","","","","","drilling, carving, crafts, hobbies","","","","","","",""
"SON-DIABURRSET-20PC","SON-DIABURRSET-PARENT","Universal Tool Assorted Diamond Burr Set 120-150 Grit .125 Inch Shank 20 Pieces","Adult","","","","","","","","","","","","","","dremel tools, rotary tools, home improvement, crafting projects, hobby projects","","","","","","",""
"SON-DIABURRSET-30PC","SON-DIABURRSET-PARENT","Universal Tool Assorted Diamond Burr Set 120-150 Grit .125 Inch Shank 30 Pieces","Adult","","","","","","","","","","","","","","dremel tools, rotary tools, home improvement, crafting projects, hobby projects","","","","","","",""
"SON-DIAMOND-BURR-600-VAR","SON-DIAMONDBURRBITSET-30-PARENT","30pc Universal Diamond Burr Set Rotary Tools 600 Grit","Adult","","","","","","","","","","","","","","","","","","","","",""
